"Leonte Carroo, Mia",NO,21st,2,0,0,2,0,0,0,0,0,0,3000,0,Sun 9:30,,,,,,,,,,,,,
"Jehu Chesson, KC",Was,3rd,1,0,0,0,0,0,0,0,0,0,3000,0,Mon 8:30,,,,,,,,,,,,,
"Kaelin Clay, Buf",@Atl,15th,2,1,28,2,0,0,0,1,0,1.9,3000,0.63,Sun 1:00,,,,,,,,,,,,,
"Keelan Cole, Jax",@NYJ,22nd,3,3,26,9,0,0,0,1,0,1.9,3000,0.62,Sun 1:00,,,,,,,,,,,,,
"Stacy Coley, Min",Det,17th,1,0,0,0,0,0,0,0,0,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"Pharoh Cooper, LA",@Dal,26th,3,1,4,2,0,0,0,1,1,0.1,3000,0.04,Sun 1:00,,,,,,,,,,,,,
"Cody Core, Cin",@Cle,13th,3,0,0,2,0,0,0,0,0,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"Amara Darboh, Sea",Ind,27th,3,1,16,3,0,0,0,0,0,0.9,3000,0.29,Sun 8:30,,,,,,,,,,,,,
"Trevor Davis, GB",Chi,16th,3,1,9,1,0,0,0,0,0,0.6,3000,0.21,Thu 8:25,,,,,,,,,,,,,
"Isaiah Ford, Mia",NO,21st,--,--,--,--,--,--,--,--,--,0,3000,0,Sun 9:30,,,,,,,,,,,,,
"Shelton Gibson, Phi",@LAC,20th,--,--,--,--,--,--,--,--,--,0,3000,0,Sun 4:05,,,,,,,,,,,,,
"Chris Godwin, TB",NYG,4th,2,3,44,5,0,0,0,0,0,3.7,3000,1.23,Sun 4:05,,,,,,,,,,,,,
"Brittan Golden, Ari",SF,23rd,3,2,50,5,0,0,0,0,0,2.3,3000,0.78,Sun 4:05,,,,,,,,,,,,,
"Jakeem Grant, Mia",NO,21st,2,1,12,1,0,0,0,1,0,1.1,3000,0.37,Sun 9:30,,,,,,,,,,,,,
"Chad Hansen, NYJ",Jax,1st,2,0,0,0,0,0,0,0,0,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"Justin Hardy, Atl",Buf,9th,3,1,19,2,0,0,0,0,0,1,3000,0.32,Sun 1:00,,,,,,,,,,,,,
